"",id,courtType,courtCases,judgmentType,judges,textContent,keywords,judgmentDate
627,191838,COMMON,[{'caseNumber': 'I C 53/14'}],SENTENCE,"[{'name': 'Tomasz Cichocki', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt: I C 53/14 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 5 listopada 2015r. Sąd Rejonowy w Kętrzynie I Wydział Cywilny w składzie następującym: Przewodniczący: Sędzia SR Tomasz Cichocki...,[],2015-11-05
628,191839,COMMON,[{'caseNumber': 'I C 530/15'}],SENTENCE,"[{'name': 'Łukasz Rybus', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt I C 530/15 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 12 listopada 2015 r. Sąd Rejonowy w Kętrzynie I Wydział Cywilny w składzie następującym: Przewodniczący SSR Łukasz Rybus Protoko...,[],2015-11-12
629,192412,COMMON,[{'caseNumber': 'I C 53/14'}],SENTENCE,"[{'name': 'Tomasz Cichocki', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt: I C 53/14 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 5 listopada 2015r. Sąd Rejonowy w Kętrzynie I Wydział Cywilny w składzie następującym: Przewodniczący: Sędzia SR Tomasz Cichocki...,[],2015-11-05
630,211317,COMMON,[{'caseNumber': 'I C 561/15'}],SENTENCE,"[{'name': 'Andrzej Gromadzki', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt: I C 561/15 upr. WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 20 listopada 2015r. Sąd Rejonowy w Kętrzynie I Wydział Cywilny w składzie następującym: Przewodniczący: SSR Andrzej Gromad...,[],2015-11-20
631,73676,COMMON,[{'caseNumber': 'I C 307/13'}],SENTENCE,"[{'name': 'Katarzyna Popowicz', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt: I C 307/13 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 12 czerwca 2014 r. Sąd Rejonowy w Mrągowie I Wydział Cywilny w składzie następującym: Przewodniczący: SSR Katarzyna Popowicz Pr...,[],2014-06-12
632,347211,COMMON,[{'caseNumber': 'I C 102/15'}],SENTENCE,"[{'name': 'Krzysztof Połomski', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt: I C 102/15 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 28 sierpnia 2015 roku Sąd Rejonowy w Mrągowie I Wydział Cywilny w składzie następującym: Przewodniczący: SSR Krzysztof Połomski...,[],2015-08-28
633,347214,COMMON,[{'caseNumber': 'I C 112/15'}],SENTENCE,"[{'name': 'Krzysztof Połomski', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt: I C 112/15 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 9 listopada 2015 roku Sąd Rejonowy w Mrągowie I Wydział Cywilny w składzie następującym: Przewodniczący: SSR Krzysztof Połomski...,[],2015-11-09
634,347215,COMMON,[{'caseNumber': 'I C 117/14'}],SENTENCE,"[{'name': 'Krzysztof Połomski', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt: I C 117/14 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 12 stycznia 2015 roku Sąd Rejonowy w Mrągowie I Wydział Cywilny w składzie następującym: Przewodniczący: SSR Krzysztof Połomski...,[],2015-01-12
635,347219,COMMON,[{'caseNumber': 'I C 137/15'}],SENTENCE,"[{'name': 'Krzysztof Połomski', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt: I C 137/15 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 9 września 2015 roku Sąd Rejonowy w Mrągowie I Wydział Cywilny w składzie następującym: Przewodniczący: SSR Krzysztof Połomski ...,[],2015-09-09
636,347221,COMMON,[{'caseNumber': 'I C 140/14'}],SENTENCE,"[{'name': 'Jerzy Muraszko', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygnatura akt: I C 140/14 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 7 maja 2015 roku Sąd Rejonowy w Mrągowie I Wydział Cywilny w składzie następującym: Przewodniczący: SSR Jerzy Muraszko Prot...,[],2015-05-07
637,347236,COMMON,[{'caseNumber': 'I C 255/14'}],SENTENCE,"[{'name': 'Krzysztof Połomski', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt: I C 255/14 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 5 czerwca 2015 roku Sąd Rejonowy w Mrągowie I Wydział Cywilny w składzie następującym: Przewodniczący: SSR Krzysztof Połomski P...,[],2015-06-05
638,347239,COMMON,[{'caseNumber': 'I C 268/13'}],SENTENCE,"[{'name': 'Jerzy Muraszko', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygnatura akt I C 268/13 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 9 stycznia 2015 roku Sąd Rejonowy w Mrągowie I Wydział Cywilny w składzie następującym: Przewodniczący: SSR Jerzy Muraszko P...,[],2015-01-09
639,347240,COMMON,[{'caseNumber': 'I C 274/15'}],SENTENCE,"[{'name': 'Katarzyna Popowicz', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt: I C 274/15 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 5 października 2015 r. Sąd Rejonowy w Mrągowie I Wydział Cywilny w składzie następującym: Przewodniczący: SSR Katarzyna Popowic...,[],2015-10-05
640,347241,COMMON,[{'caseNumber': 'I C 275/14'}],SENTENCE,"[{'name': 'Krzysztof Połomski', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt: I C 275/14 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 5 sierpnia 2015 roku Sąd Rejonowy w Mrągowie I Wydział Cywilny w składzie następującym: Przewodniczący: SSR Krzysztof Połomski ...,[],2015-08-05
641,74380,COMMON,[{'caseNumber': 'V C 282/13'}],SENTENCE,"[{'name': 'Ewa Sotko-Polak', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt: V C 282/13 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 23 października 2014 r. Sąd Rejonowy w Mrągowie V Zamiejscowy Wydział Cywilny z siedzibą w B. w składzie następującym: Przewodn...,[],2014-10-23
642,125068,COMMON,[{'caseNumber': 'V C 376/14'}],SENTENCE,"[{'name': 'Andrzej Łotowski', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt: V C 376/14 WYROK ZAOCZNY W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 25 listopada 2014 r. Sąd Rejonowy w Mrągowie V Zamiejscowy Wydział Cywilny z siedzibą w B. w składzie następującym: Prz...,[],2014-11-25
643,125069,COMMON,[{'caseNumber': 'V C 9/13'}],SENTENCE,"[{'name': 'Andrzej Łotowski', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt: V C 9/13 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 8 kwietnia 2014 r. Sąd Rejonowy w Mrągowie V Zamiejscowy Wydział Cywilny z siedzibą w B. w składzie następującym: Przewodniczący:...,[],2014-04-08
644,125445,COMMON,[{'caseNumber': 'V C 211/14'}],SENTENCE,"[{'name': 'Andrzej Łotowski', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt: V C 211/14 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 26 sierpnia 2014 r. Sąd Rejonowy w Mrągowie V Zamiejscowy Wydział Cywilny z siedzibą w B. w składzie następującym: Przewodniczą...,[],2014-08-26
645,125820,COMMON,[{'caseNumber': 'V C 533/14'}],SENTENCE,"[{'name': 'Ewa Sotko-Polak', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt: V C 533/14 upr. WYROK ZAOCZNY W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 14 listopada 2014 r. Sąd Rejonowy w Mrągowie V Zamiejscowy Wydział Cywilny z siedzibą w B. w składzie następującym...,[],2014-11-14
646,130192,COMMON,[{'caseNumber': 'V C 107/14'}],SENTENCE,"[{'name': 'Andrzej Łotowski', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt: V C 107/14 upr. WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 30 grudnia 2014 r. Sąd Rejonowy w Mrągowie V Zamiejscowy Wydział Cywilny z siedzibą w B. w składzie następującym: Przewodn...,[],2014-12-30
647,130193,COMMON,[{'caseNumber': 'V C 131/14'}],SENTENCE,"[{'name': 'Andrzej Łotowski', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt: V C 131/14 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 30 grudnia 2014 r. Sąd Rejonowy w Mrągowie V Zamiejscowy Wydział Cywilny z siedzibą w B. w składzie następującym: Przewodnicząc...,[],2014-12-30
648,134459,COMMON,[{'caseNumber': 'V C 657/14'}],SENTENCE,"[{'name': 'Andrzej Łotowski', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt: V C 657/14 upr. WYROK ZAOCZNY W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 3 lutego 2015 r. Sąd Rejonowy w Mrągowie V Zamiejscowy Wydział Cywilny z siedzibą w B. w składzie następującym: Pr...,[],2015-02-03
649,151782,COMMON,[{'caseNumber': 'V C 223/14'}],SENTENCE,"[{'name': 'Andrzej Łotowski', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt: V C 223/14 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 19 marca 2015 r. Sąd Rejonowy w Mrągowie V Zamiejscowy Wydział Cywilny z siedzibą w B. w składzie następującym: Przewodniczący:...,[],2015-03-19
650,151783,COMMON,[{'caseNumber': 'V C 408/14'}],SENTENCE,"[{'name': 'Andrzej Łotowski', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt: V C 408/14 upr. WYROK ZAOCZNY W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 19 lutego 2015 r. Sąd Rejonowy w Mrągowie V Zamiejscowy Wydział Cywilny z siedzibą w B. w składzie następującym: P...,[],2015-02-19
651,61038,COMMON,[{'caseNumber': 'I C 1163/13'}],SENTENCE,"[{'name': 'Piotr Żywicki', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]","Sygn. akt I C 1163/13 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 2 września 2014 r. Sąd Rejonowy w Olsztynie, Wydział I Cywilny, w składzie: Przewodniczący: SSR Piotr Żywicki Protokolant: staż...",[],2014-09-02
652,64724,COMMON,[{'caseNumber': 'I C 94/13'}],SENTENCE,"[{'name': 'Piotr Żywicki', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]","Sygn. akt I C 94/13 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 30 września 2014 r. Sąd Rejonowy w Olsztynie, Wydział I Cywilny, w składzie: Przewodniczący: SSR Piotr Żywicki Protokolant: Katar...",[],2014-09-30
653,69267,COMMON,[{'caseNumber': 'I C 1928/14'}],SENTENCE,"[{'name': 'Piotr Żywicki', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt: I C 1928/14 upr. WYROK ZAOCZNY W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 4 listopada 2014 r. Sąd Rejonowy w Olsztynie I Wydział Cywilny w składzie następującym: Przewodniczący: SSR Piotr...,[],2014-11-04
654,129185,COMMON,[{'caseNumber': 'I C 2311/14'}],SENTENCE,"[{'name': 'Piotr Żywicki', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]","Sygn. akt I C 2311/14 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 3 lutego 2015 r. Sąd Rejonowy w Olsztynie, Wydział I Cywilny, w składzie: Przewodniczący: SSR Piotr Żywicki Protokolant: Przemy...",[],2015-02-03
655,131977,COMMON,[{'caseNumber': 'I C 190/14'}],SENTENCE,"[{'name': 'Piotr Żywicki', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]","Sygn. akt I C 190/14 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 27 lutego 2015 r. Sąd Rejonowy w Olsztynie, Wydział I Cywilny, w składzie: Przewodniczący: SSR Piotr Żywicki Protokolant: Przemy...",[],2015-02-27
656,132647,COMMON,[{'caseNumber': 'I C 1676/14'}],SENTENCE,"[{'name': 'Marzena Żywucka', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]","Sygn. akt I C 1676/14 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Data 03 marca 2015 r. Sąd Rejonowy w Olsztynie, Wydział I Cywilny, w składzie: Przewodniczący: SSR Marzena Żywucka Protokolant: Este...",[],2015-03-12
657,134652,COMMON,[{'caseNumber': 'I C 3281/14'}],SENTENCE,"[{'name': 'Piotr Żywicki', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt: I C 3281/14 upr. WYROK ZAOCZNY W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 12 marca 2015 r. Sąd Rejonowy w Olsztynie I Wydział Cywilny w składzie następującym: Przewodniczący: SSR Piotr Ży...,[],2015-03-12
658,143717,COMMON,[{'caseNumber': 'I C 406/13'}],SENTENCE,"[{'name': 'Piotr Żywicki', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt: I C 406/13 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 14 lutego 2014 r. Sąd Rejonowy w Olsztynie I Wydział Cywilny w składzie następującym: Przewodniczący: SSR Piotr Żywicki Protoko...,[],2014-02-14
659,144516,COMMON,[{'caseNumber': 'I C 1916/13'}],SENTENCE,"[{'name': 'Piotr Żywicki', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt: I C 1916/13 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 4 marca 2014 r. Sąd Rejonowy w Olsztynie I Wydział Cywilny w składzie następującym: Przewodniczący: SSR Piotr Żywicki Protokol...,[],2014-03-04
660,144543,COMMON,[{'caseNumber': 'I C 439/13'}],SENTENCE,"[{'name': 'Piotr Żywicki', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt: I C 439/13 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 11 lutego 2014 r. Sąd Rejonowy w Olsztynie I Wydział Cywilny w składzie następującym: Przewodniczący: SSR Piotr Żywicki Protoko...,[],2014-02-11
661,36580,COMMON,[{'caseNumber': 'X C 157/13'}],SENTENCE,"[{'name': 'Katarzyna Jerka', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt: X C 157/13 upr. WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 4 lutego 2014 r. Sąd Rejonowy w Olsztynie X Wydział Cywilny w składzie następującym: Przewodniczący: SSR Katarzyna Jerka P...,[],2014-02-04
662,48788,COMMON,[{'caseNumber': 'X C 1051/13'}],SENTENCE,"[{'name': 'Katarzyna Jerka', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt: X C 1051/13 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 13 maja 2014 r. Sąd Rejonowy w Olsztynie X Wydział Cywilny w składzie następującym: Przewodniczący: SSR Katarzyna Jerka Protok...,[],2014-05-13
663,48789,COMMON,[{'caseNumber': 'X C 4093/13'}],SENTENCE,"[{'name': 'Wojciech Krawczyk', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt: X C 4093/13 WYROK ZAOCZNY W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 13 maja 2014 r. Sąd Rejonowy w Olsztynie X Wydział Cywilny w składzie następującym: Przewodniczący: SSR Wojciech Krawc...,[],2014-05-13
664,48790,COMMON,[{'caseNumber': 'X C 81/14'}],SENTENCE,"[{'name': 'Katarzyna Jerka', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt: X C 81/14 upr. WYROK ZAOCZNY W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 8 maja 2014 r. Sąd Rejonowy w Olsztynie X Wydział Cywilny w składzie następującym: Przewodniczący: SSR Katarzyna Je...,[],2014-05-08
665,49379,COMMON,[{'caseNumber': 'X C 3932/13'}],SENTENCE,"[{'name': 'Wojciech Krawczyk', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt: X C 3932/13 upr. WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 15 maja 2014 r. Sąd Rejonowy w Olsztynie X Wydział Cywilny w składzie następującym: Przewodniczący: SSR Wojciech Krawczyk...,[],2014-05-15
666,60093,COMMON,[{'caseNumber': 'X C 477/14'}],SENTENCE,"[{'name': 'Katarzyna Jerka', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt: X C 477/14 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 19 sierpnia 2014 r. Sąd Rejonowy w Olsztynie X Wydział Cywilny w składzie następującym: Przewodniczący: SSR Katarzyna Jerka Pro...,[],2014-08-19
667,60094,COMMON,[{'caseNumber': 'X C 477/14'}],REASONS,[],"Sygn.akt: X C 477/14 UZASADNIENIE Powód M. L. wniósł o zasądzenie od pozwanego A. B. prowadzącego działalność gospodarczą pod nazwą (...) kwoty 11.127,48 zł z ustawowymi odsetkami od kwoty 1.184,4...",[],2014-09-05
668,60362,COMMON,[{'caseNumber': 'X C 3667/13'}],REASONS,[],Sygn. akt X C 3667/13 UZASADNIENIE Powódka E. K. pozwem z dnia 30.10.2013 r. wniosła o zasądzenie od pozwanego (...) S.A. w W. kwoty 3.500 zł z odsetkami ustawowymi od dnia 1.09.2013 r. do dnia za...,[],2014-09-16
669,60363,COMMON,[{'caseNumber': 'X C 3667/13'}],SENTENCE,"[{'name': 'Katarzyna Jerka', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt: X C 3667/13 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 28 sierpnia 2014 r. Sąd Rejonowy w Olsztynie X Wydział Cywilny w składzie następującym: Przewodniczący: SSR Katarzyna Jerka Pr...,[],2014-08-28
670,60446,COMMON,[{'caseNumber': 'X C 3334/13'}],SENTENCE,"[{'name': 'Katarzyna Jerka', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt: X C 3334/13 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 26 sierpnia 2014 r. Sąd Rejonowy w Olsztynie X Wydział Cywilny w składzie następującym: Przewodniczący: SSR Katarzyna Jerka Pr...,[],2014-08-26
671,43275,COMMON,[{'caseNumber': 'XI C 16/13'}],SENTENCE,"[{'name': 'Elżbieta Gembicka', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt: XI C 16/13 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 18 grudnia 2013 r. Sąd Rejonowy w Olsztynie XI Zamiejscowy Wydział Cywilny z siedzibą w Nidzicy w składzie następującym: Przewo...,[],2013-12-18
672,43276,COMMON,[{'caseNumber': 'XI C 301/13'}],SENTENCE,"[{'name': 'Elżbieta Gembicka', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt: XI C 301/13 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 4 marca 2014 r. Sąd Rejonowy w Olsztynie XI Zamiejscowy Wydział Cywilny z siedzibą w Nidzicy w składzie następującym: Przewodn...,[],2014-03-04
673,43277,COMMON,[{'caseNumber': 'XI C 325/13'}],SENTENCE,"[{'name': 'Elżbieta Gembicka', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt: XI C 325/13 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 8 stycznia 2014 r. Sąd Rejonowy w Olsztynie XI Zamiejscowy Wydział Cywilny z siedzibą w Nidzicy w składzie następującym: Przew...,[],2014-01-08
674,45998,COMMON,[{'caseNumber': 'XI C 67/13'}],SENTENCE,"[{'name': 'Elżbieta Gembicka', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt: XI C 67/13 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 19 marca 2014 r. Sąd Rejonowy w Olsztynie XI Zamiejscowy Wydział Cywilny z siedzibą w Nidzicy w składzie następującym: Przewodn...,[],2014-03-19
675,45999,COMMON,[{'caseNumber': 'XI Ns 339/13'}],DECISION,"[{'name': 'Elżbieta Gembicka', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt: XI Ns 339/13 POSTANOWIENIE Dnia 1 kwietnia 2014 r. Sąd Rejonowy w Olsztynie XI Zamiejscowy Wydział Cywilny z siedzibą w Nidzicy w składzie następującym: Przewodniczący: SSR Elżbieta Gem...,[],2014-04-01
676,60364,COMMON,[{'caseNumber': 'XI C 410/13'}],SENTENCE,"[{'name': 'Elżbieta Gembicka', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt: XI C 410/13 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 21 maja 2014 r. Sąd Rejonowy w Olsztynie XI Zamiejscowy Wydział Cywilny z siedzibą w Nidzicy w składzie następującym: Przewodn...,[],2014-05-21
677,64587,COMMON,[{'caseNumber': 'XI C 578/13'}],SENTENCE,"[{'name': 'Elżbieta Gembicka', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt: XI C 578/13 upr. WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 25 czerwca 2014 r. Sąd Rejonowy w Olsztynie XI Zamiejscowy Wydział Cywilny z siedzibą w Nidzicy w składzie następującym: ...,[],2014-06-25
678,128946,COMMON,[{'caseNumber': 'XI C 11/13'}],SENTENCE,"[{'name': 'Elżbieta Gembicka', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt: XI C 11/13 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 30 grudnia 2014 r. Sąd Rejonowy w Olsztynie XI Zamiejscowy Wydział Cywilny z siedzibą w N. w składzie następującym: Przewodnicz...,[],2014-12-30
679,128947,COMMON,[{'caseNumber': 'XI C 34/13'}],SENTENCE,"[{'name': 'Elżbieta Gembicka', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt: XI C 34/13 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 25 czerwca 2014 r. Sąd Rejonowy w Olsztynie XI Zamiejscowy Wydział Cywilny z siedzibą w Nidzicy w składzie następującym: Przewo...,[],2014-06-25
680,128948,COMMON,[{'caseNumber': 'XI C 365/13'}],SENTENCE,"[{'name': 'Elżbieta Gembicka', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt: XI C 365/13 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 23 września 2014 r. Sąd Rejonowy w Olsztynie XI Zamiejscowy Wydział Cywilny z siedzibą w Nidzicy w składzie następującym: Prze...,[],2014-09-23
681,192417,COMMON,[{'caseNumber': 'I C 647/12'}],SENTENCE,"[{'name': 'Leszek Bil', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt: I C 647/12 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 11 września 2015 r. Sąd Rejonowy w Szczytnie I Wydział Cywilny w składzie następującym: Przewodniczący: SSR Leszek Bil Protokol...,[],2015-09-11
682,232843,COMMON,[{'caseNumber': 'I C 485/16'}],SENTENCE,"[{'name': 'Leszek Bil', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt: I C 485/16 upr. WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 29 kwietnia 2016 r. Sąd Rejonowy w Szczytnie I Wydział Cywilny w składzie następującym: Przewodniczący: SSR Leszek Bil Pro...,[],2016-04-29
683,232850,COMMON,[{'caseNumber': 'I C 703/13'}],SENTENCE,"[{'name': 'Leszek Bil', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt: I C 703/13 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 18 września 2015 r. Sąd Rejonowy w Szczytnie I Wydział Cywilny w składzie następującym: Przewodniczący: SSR Leszek Bil Protokol...,[],2015-09-18
684,256787,COMMON,[{'caseNumber': 'I Ns 483/12'}],DECISION,"[{'name': 'Leszek Bil', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt: I Ns 483/12 POSTANOWIENIE Dnia 3 grudnia 2015 r. Sąd Rejonowy w Szczytnie I Wydział Cywilny w składzie następującym: Przewodniczący: SSR Leszek Bil Protokolant: sekr. Sądowy Aneta Sawle...,[],2015-12-03
685,263833,COMMON,[{'caseNumber': 'I C 953/15'}],SENTENCE,"[{'name': 'Leszek Bil', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]","Sygn. akt: I C 953/15 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 28 października 2016 r. Sąd Rejonowy w Szczytnie, I Wydział Cywilny, w składzie następującym: Przewodniczący: SSR Leszek Bil Pr...",[],2016-10-28
686,273874,COMMON,[{'caseNumber': 'I Ns 497/13'}],DECISION,"[{'name': 'Leszek Bil', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt: I Ns 497/13 POSTANOWIENIE Dnia 29 kwietnia 2015 r. Sąd Rejonowy w Szczytnie I Wydział Cywilny w składzie następującym: Przewodniczący: SSR Leszek Bil Protokolant: sekr. sądowy Aneta Saw...,[],2015-04-29
687,290980,COMMON,[{'caseNumber': 'I C 1080/16'}],SENTENCE,"[{'name': 'Sylwia Staniszewska', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt: I C 1080/16 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 3 kwietnia 2017 r. Sąd Rejonowy w Szczytnie I Wydział Cywilny w składzie następującym: Przewodniczący: SSR Sylwia Staniszewska...,[],2017-04-03
688,290981,COMMON,[{'caseNumber': 'I C 1289/16'}],SENTENCE,"[{'name': 'Sylwia Staniszewska', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt: I C 1289/16 upr. WYROK ZAOCZNY W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 7 lutego 2017 r. Sąd Rejonowy w Szczytnie I Wydział Cywilny w składzie następującym: Przewodniczący: SSR Sylwia S...,[],2017-02-07
