;id;extractedDecision;sumOfMoney
3106;20834;I. kosztami sądowymi, które obciążałyby powódkę według stosunkowego rozdzielenia kosztów, a od których ponoszenia powódka była zwolniona, obciąża Skarb Państwa;0
3107;159848;I. odstępuje od obciążenia powoda kosztami procesu poniesionymi przez stronę pozwaną;0
3108;20835;I. zasądza od strony pozwanej na rzecz powódki kwotę 4.075 zł tytułem zwrotu kosztów procesu;4075.0
3109;20838;I. zasądza od pozwanego na rzecz strony powodowej kwotę 675,14 zł tytułem zwrotu kosztów procesu, w tym 600 zł kosztów zastępstwa procesowego;675.14
3110;20839;I. zasądza od strony powodowej na rzecz pozwanej kwotę 617 zł tytułem zwrotu kosztów procesu;617.0
3111;20840;"I. w sprawie z powództwa o zapłatę kwoty 2.313,95 zł zasądza od strony powodowej na rzecz pozwanego kwotę 617 zł tytułem zwrotu kosztów procesu; IV. nakazuje stronie powodowej uiszczenie na rzecz Skarbu Państwa (Sądu Rejonowego dla Wrocławia – Śródmieścia) kwoty 31,53 zł tytułem zwrotu wydatków poniesionych tymczasowo przez Skarb Państwa";617.0
3112;21413;I. zasądza od pozwanego na rzecz strony powodowej kwotę 206,50 zł tytułem stosunkowego zwrotu kosztów procesu;206.5
3113;21415;I. nakazuje stronie pozwanej uiszczenie na rzecz Skarbu Państwa (Sądu Rejonowego dla Wrocławia-Śródmieścia) kwoty 1.907,64 zł tytułem zwrotu wydatków poniesionych tymczasowo przez Skarb Państwa;0
3114;21416;I. nie obciąża pozwanej obowiązkiem zwrotu kosztów procesu;0
3115;21417;o zapłatę;0
3116;22251;I. zasądza od pozwanego na rzecz strony powodowej kwotę 320 zł tytułem zwrotu kosztów procesu, w tym kwotę 120,00 zł tytułem kosztów zastępstwa procesowego;440.0
3117;22252;I. zasądza solidarnie od pozwanych na rzecz strony powodowej kwotę 647 zł tytułem zwrotu poniesionych kosztów procesu;647.0
3118;22253;"I. zasądza od strony pozwanej na rzecz powoda kwotę 1 618,64 zł tytułem zwrotu kosztów procesu;IV. nakazuje stronie pozwanej uiść na rzecz Skarbu Państwa (kasa Sądu Rejonowego dla Wrocławia – Śródmieścia) kwotę 347,90 zł tytułem wydatków poniesionych tymczasowo przez Skarb Państwa";1966.54
3119;22254;I. zasądza od pozwanego na rzecz strony powodowej kwotę 227,00 zł tytułem zwrotu kosztów procesu w tym kwotę 180,00 zł tytułem kosztów zastępstwa procesowego;407.0
3120;22255;I. zasądza od pozwanej na rzecz powoda kwotę 701 zł tytułem zwrotu kosztów procesu;701.0
3121;5688;oddala powództwo w całości;0
3122;5687;oddala powództwo w całości;0
3123;5900;oddala powództwo w całości;0
3124;7200;I. zasądza od pozwanej na rzecz powódki kwotę 100,00zł kosztów procesu;0
3125;7201;"I. umarza postępowanie wobec pozwanego P. S. (1);IV. odstępuje od obciążenia pozwanych kosztami procesu na rzecz strony powodowej;V. wyrokowi nadaje rygor natychmiastowej wykonalności wobec pozwanego H. S. (1)";0
3126;7202;I. kwotę zasądzoną w pkt. I wyroku rozkłada na raty w wysokości po 500 zł miesięcznie, płatne do 20-tego dnia każdego miesiąca wraz z ustawowymi odsetkami w razie opóźnienia w zapłacie poszczególnej raty, przy czym pierwsza rata płatna ma być pierwszego miesiąca po uprawomocnieniu się wyroku, IV. nie obciąża pozwanej kosztami procesu na rzecz strony powodowej;
3127;7203;I. zasądza od pozwanego J. S. na rzecz strony powodowej kwotę 227,00zł kosztów procesu;0
3128;132397;I. zasądza od strony pozwanej na rzecz M. von M. kwotę 817 zł tytułem zwrotu kosztów procesu;817.0
3129;7633;I. zasądza od powodów łącznie na rzecz strony pozwanej kwotę 2417 zł tytułem zwrotu kosztów procesu przy czym zapłata przez jednego z powodów na rzecz strony pozwanej będzie skuteczna względem drugiego powoda;2417.0
3130;7634;akt;0
3131;7635;I. zasądza od Skarbu Państwa -Sądu Rejonowego dla Wrocławia Śródmieścia na rzecz adw. E. P. kwotę 1200 zł wraz z należnym podatkiem VAT tytułem nieopłaconej pomocy prawnej udzielonej powodowi z urzędu;1200.0
3132;9087;oddala powództwo;0
3133;9089;I. odstępuje od obciążania strony powodowej kosztami procesu na rzecz powodów;0
3134;9088;I. zasądza od Skarbu Państwa na rzecz adw. Z. G. kwotę 3600 zł wraz z należnym podatkiem VAT tytułem zwrotu kosztów nieopłaconej pomocy prawnej udzielonej powodowi z urzędu;3600.0
3135;9090;oddala powództwo;0
3136;9091;"II. ustala, iż opłata roczna obciążająca powodów A. P. i J. P. (1) za udział wynoszący (...) w użytkowaniu wieczystym nieruchomości wskazanej w punkcie I wyroku wynosi:- w 2009 r. kwotę 1932,76 zł (tysiąc dziewięćset trzydzieści dwa złote siedemdziesiąt sześć groszy),- w 2010 r. kwotę 2212,93 zł (dwa tysiące dwieście dwanaście złotych dziewięćdziesiąt trzy grosze),- od dnia 01.01.2011 r. kwotę 2493,11 zł (dwa tysiące czterysta dziewięćdziesiąt trzy złote jedenaście groszy);III. zasądza od powodów A. P. i J. P. (1) na rzecz strony pozwanej Skarbu Państwa-Prezydenta W. kwotę 2117 zł tytułem zwrotu kosztów procesu z zastrzeżeniem, że zapłata przez jednego z powodów zwalnia z obowiązku zapłaty drugiego powoda. akt";8755.8
3137;9092;I. nadaje wyrokowi w jego punkcie I co do kwoty 14.827,12zł rygor natychmiastowej wykonalności;0
3138;9093;"I. dalej idące powództwo oddala;IV. nie obciąża pozwanego kosztami procesu na rzecz strony powodowej";0
3139;9094;I;0
3140;9151;I. zasądza od strony powodowej na rzecz strony pozwanej kwotę 4524zł 89gr tytułem kosztów procesu;
3141;9248;"I. dalej idące powództwo oddala;IV. zasądza od pozwanego na rzecz powoda 942,86 zł tytułem zwrotu kosztów procesu";0
3142;9249;II. zasądza od strony pozwanej na rzecz powódki kwotę 146 zł tytułem zwrotu kosztów procesu;146.0
3143;9250;"I. dalej idące powództwo oddala;IV. nie obciąża pozwanego kosztami procesu na rzecz strony powodowej. akt";0
3144;12816;oddala powództwo w całości;0
3145;12817;I. zasądza od pozwanego na rzecz strony powodowej kwotę 1605 tytułem zwrotu kosztów procesu. akt;1605.0
3146;12818;oddala powództwo;0
3147;12819;"III. zasądza od strony pozwanej na rzecz powódki kwotę 3017 zł tytułem zwrotu kosztów procesu;IV. zasądza od strony pozwanej na rzecz Skarbu Państwa – Sądu Rejonowego dla Wrocławia Śródmieścia kwotę 754,93 zł tytułem nieuiszczonych kosztów sądowych";3771.93
3148;137121;I. Zasądza od strony pozwanej na rzecz powódki kwotę 3.015,00 zł tytułem zwrotu kosztów procesu;3015.0
3149;12820;III. zasądza od strony pozwanej na rzecz powoda kwotę 4.713,13 zł tytułem zwrotu kosztów procesu;4713.13
3150;137140;I. Wyrokowi w punkcie I nadaje rygor natychmiastowej wykonalności;0
3151;137260;I. orzeka, iż koszty procesu zostaną stosunkowo rozdzielone między stronami, przy przyjęciu, iż powód wygrał co do 17,48% żądania pozwu, przy czym szczegółowego wyliczenia kosztów procesu obciążających strony dokona referendarz sądowy;0
3152;12821;I. zasądza od strony powodowej na rzecz strony pozwanej kwotę 2400 zł tytułem zwrotu kosztów zastępstwa procesowego. akt;2400.0
3153;13648;oddala powództwo;0
3154;137261;I. wyrokowi w punkcie I nadaje rygor natychmiastowej wykonalności;0
3155;13649;oddala powództwo;0
3156;13650;I. zasądza od pozwanego S. W. na rzecz strony powodowej kwotę 175 zł tytułem zwrotu kosztów procesu, nie obciążając go tymi kosztami w pozostałym zakresie;175.0
3157;13651;oddala powództwo w całości;0
3158;13652;I. oddala wniosek interwenienta ubocznego o przyznanie kosztów procesu;0
3159;13653;"I. zasądza od powoda na rzecz pozwanego kwotę 2400 zł tytułem zwrotu kosztów procesu;IV. zasadza od Skarbu Państwa (Sądu Rejonowego dla Wrocławia Śródmieścia) na rzecz adw. J. M. kwotę 2400 zł wraz z należnym podatkiem VAT tytułem nieopłaconej pomocy prawnej udzielonej powodowi z urzędu. akt";4800.0
3160;13654;I. nakazuje stronie pozwanej Towarzystwu (...) S.A. z siedzibą w W. aby uiściła na rzecz Skarbu Państwa ( kasa Sądu Rejonowego dla Wrocławia-Śródmieścia we Wrocławiu ) kwotę 84,80 zł tytułem brakującej zaliczki na wynagrodzenie biegłego;84.8
3161;13655;I. opłatą sadową, od której powód był zwolniony, obciąża Skarb Państwa – Sąd Rejonowy dla Wrocławia-Śródmieścia we Wrocławiu;0
3162;13656;I. zasądza od powódki na rzecz pozwanego kwotę 1217,00 zł kosztów procesu;1217.0
3163;13657;"I. wstrzymuje wykonanie wyroku w punkcie I do czasu złożenia przez Gminę W. pozwanym oferty najmu lokalu socjalnego;IV. odstępuje od obciążenia pozwanych kosztami procesu. akt";0
3164;13658;I. zasądza od pozwanej na rzecz powoda kwotę 228 zł tytułem zwrotu kosztów procesu;228.0
3165;13659;oddala powództwo;0
3166;13660;III zasądza od strony pozwanej na rzecz powoda kwotę 8.395 zł tytułem zwrotu kosztów procesu;8395.0
3167;13875;"I. oddala dalej idące powództwo;IV. zasądza od pozwanych solidarnie na rzecz powoda kwotę 1.296 zł tytułem zwrotu kosztów procesu";1296.0
3168;5696;I. zasądza od strony pozwanej na rzecz powódki kwotę 578,98 zł tytułem stosunkowego zwrotu kosztów procesu;578.98
3169;13876;"I. zasądza od pozwanej na rzecz strony powodowej kwotę 107 zł tytułem zwrotu kosztów procesu;IV. wyrokowi w punkcie I nadaje rygor natychmiastowej wykonalności.S.. akt. IX C upr (";107.0
3170;13877;"I. zasądza od pozwanej na rzecz strony powodowej kwotę 98,90 zł tytułem zwrotu kosztów procesu;IV. wyrokowi w punkcie I nadaje rygor natychmiastowej wykonalności.S";98.9
3171;13878;"I. zasądza od pozwanego na rzecz strony powodowej kwotę 99,88 zł tytułem zwrotu kosztów procesu;IV. wyrokowi w punkcie I nadaje rygor natychmiastowej wykonalności.S";99.88
3172;13879;I. zasądza od pozwanego na rzecz strony powodowej kwotę 90 zł tytułem zwrotu kosztów procesu;90.0
3173;13880;I. zasądza od strony pozwanej na rzecz strony powodowej kwotę 782 zł tytułem zwrotu kosztów procesu;782.0
3174;6255;o zapłatę;0
3175;13881;oddala powództwo;0
3176;13882;I. nie obciąża pozwanej kosztami postępowania na rzecz strony powodowej;0
3177;13883;I. zasądza od strony pozwanej na rzecz powoda kwotę 647 zł tytułem zwrotu kosztów procesu. akt;647.0
3178;13884;oddala powództwo;0
3179;13885;I. zasądza od strony pozwanej na rzecz powoda kwotę 2316,51 zł tytułem zwrotu kosztów postępowania,IV. nakazuje stronie pozwanej, aby uiściła na rzecz Skarbu Państwa – Sądu Rejonowego dla Wrocławia-Śródmieścia kwotę 60,06 zł tytułem brakujących kosztów sądowych;2376.57
3180;13886;oddala powództwo;0
3181;13887;oddala powództwo;0
3182;18877;I. oddala wniosek interwenienta ubocznego o zwrot kosztów procesu;0
3183;18880;I. zasądza od pozwanego na rzecz strony powodowej kwotę 3057 zł tytułem zwrotu kosztów postępowania, w tym kwotę 2400 zł tytułem zwrotu kosztów zastępstwa procesowego;5457.0
3184;142686;o zapłatę;0
3185;22249;I. zasądza od pozwanego na rzecz strony powodowej kwotę 90 zł tytułem zwrotu poniesionych kosztów procesu;90.0
3186;18953;"I. P. kwotę 350,67 zł (trzysta pięćdziesiąt złotych i sześćdziesiąt siedem groszy) wraz z odsetkami ustawowymi liczonymi od dnia 19 sierpnia 2010 r. do dnia zapłaty; IV. w pozostałej części powództwo wzajemne oddala; V. znosi wzajemnie koszty procesu między stronami";350.67
3187;18954;"I. w pozostałej części powództwo oddala; IV. zasądza od strony powodowej na rzecz pozwanego kwotę 187,50 zł tytułem zwrotu kosztów procesu";187.5
3188;18955;"I. zasądza od strony pozwanej na rzecz powódki kwotę 1 341,28 zł tytułem zwrotu kosztów procesu;IV. nakazuje stronie pozwanej uiść na rzecz Skarbu Państwa (kasa Sądu Rejonowego dla Wrocławia – Śródmieścia) kwotę 1 163,02 zł tytułem zwrotu wydatków poniesionych tymczasowo przez Skarb Państwa i brakującej opłaty od pozwu;V. nakazuje ściągnąć z zasądzonego na rzecz powódki roszczenia kwotę 94,60 zł tytułem brakującej opłaty od pozwu";2598.9
3189;14889;I. nakazuje stronie pozwanej aby uiściła na rzecz Skarbu Państwa (Sądu Rejonowego dla Wrocławia Śródmieścia we Wrocławiu ) kwotę 130,63 zł tytułem brakującej zaliczki na wynagrodzenie biegłego;130.63
3190;18282;I. zasądza od powódki na rzecz pozwanego kwotę 2 417 zł tytułem zwrotu kosztów zastępstwa procesowego w sprawie.Syng. akt;2417.0
3191;18283;"I. zasądza od strony pozwanej na rzecz powódki kwotę 4.232,24 zł tytułem zwrotu kosztów procesu;IV. zasądza od strony pozwanej na rzecz Skarbu Państwa (Sądu Rejonowego dla Wrocławia Śródmieścia) kwotę 152,30 zł tytułem wydatków tymczasowo pokrytych przez Skarb Państwa";4384.54
3192;22250;o zapłatę;0
3193;13888;I. zasądza od strony powodowej na rzecz pozwanego kwotę 1.217 zł tytułem zwrotu kosztów postępowania;1217.0
3194;7199;I. zasądza od powodów na rzecz pozwanych kwotę 137,00 zł kosztów procesu;137.0
3195;18878;I. zasądza od strony powodowej na rzecz pozwanego kwotę 3 617 zł tytułem zwrotu kosztów zastępstwa procesowego;3617.0
3196;13896;I. zasądza od strony pozwanej na rzecz powoda kwotę 4137 zł tytułem zwrotu kosztów procesu,IV. nakazuje stronie pozwanej, aby uiściła na rzecz Skarbu Państwa – Sądu Rejonowego dla Wrocławia-Śródmieścia kwotę 356,61 zł tytułem brakujących kosztów sądowych;4493.61
3197;18879;"II. zasądza od pozwanej na rzecz powódki kwotę 2417 zł tytułem zwrotu poniesionych kosztów procesu;III. zasądza od pozwanej na rzecz Skarbu Państwa kwotę 1 369 zł tytułem brakującej opłaty od pozwu, której powódka nie miała obowiązku uiścić";3786.0
3198;18695;I. zasądza od powoda na rzecz strony pozwanej kwotę 2.400 zł tytułem zwrotu kosztów postępowania;2400.0
3199;13898;I. zasądza o strony powodowej na rzecz pozwanej kwotę 3.617 zł tytułem zwrotu kosztów postępowania;3617.0
3200;18699;I. zasądza od powoda na rzecz pozwanego kwotę 3600,00zł tytułem zwrotu kosztów procesu;
3201;6256;I. odstępuje od obciążania pozwanej kosztami procesu;0
3202;18696;I. kosztami sądowymi od uiszczenia których powód był zwolniony obciąża Skarb Państwa;0
3203;13897;I. zasądza od strony pozwanej na rzecz powódki kwotę 412 zł tytułem zwrotu kosztów procesu;412.0
3204;18697;"I. zasądza od Skarbu Państwa na rzecz adwokata K. G. 2 948 zł kosztów nieopłaconej pomocy prawnej udzielonej powodowi z urzędu; IV. obciąża Skarb Państwa niepokrytymi kosztami sądowymi";0
3205;18698;I. nie obciąża powoda kosztami procesu na rzecz strony pozwanej. akt;0
3206;18702;I. obciąża Skarb Państwa niepokrytymi kosztami sądowymi;0
3207;18704;I. zasądza od powoda na rzecz pozwanego kwotę 600 złotych tytułem zwrotu kosztów procesu;600.0
3208;20510;odstępuje od nakazania ściągnięcia z sumy zasądzonej w punkcie I kosztów sądowych, których powód nie miał obowiązku uiścić;0
3209;21411;I. oddala wniosek adw. W. M. o przyznanie mu ze Skarbu Państwa kosztów nieopłaconej pomocy prawnej udzielonej z urzędu pozwanym A. K. i P. K;0
3210;21410;"I. zasądza od strony pozwanej na rzecz powoda kwotę 1.391,04 zł tytułem stosunkowego zwrotu kosztów procesu;IV. zasądza od powoda na rzecz interwenienta ubocznego C. (...) Towarzystwo (...) z siedzibą w P. kwotę 1.018,02 zł tytułem zwrotu kosztów interwencji";2409.06
3211;13889;oddala powództwo;0
3212;18693;"I. zasądza od powoda na rzecz pozwanego 2 112 zł kosztów zastępstwa proceso-wego; IV. obciąża Skarb Państwa niepokrytymi kosztami sądowymi";0
3213;13890;oddala powództwo;0
3214;18703;I. zasądza od Skarbu Państwa (Sądu Rejonowego dla Wrocławia – Śródmieścia) na rzecz adwokata A. G. kwotę 2;0
3215;19384;"I. oddala dalej idące powództwo;IV. zasądza od strony powodowej na rzecz pozwanego kwotę 1282,80 zł tytułem stosunkowego zwrotu kosztów procesu";1282.8
3216;19385;I. zasądza od pozwanego na rzecz strony powodowej kwotę 113,03 zł tytułem zwrotu kosztów procesu;113.03
3217;20511;I. zasądza od powoda na rzecz strony pozwanej Skarbu Państwa – Dyrektora Aresztu Śledczego we W.i Dyrektora Zakładu Karnego Nr (...) we W.kwotę 2400zł tytułem kosztów procesu;
3218;23200;oddala powództwo;0
3219;21412;I. zasądza od pozwanej na rzecz strony powodowej kwotę 129,87 zł tytułem zwrotu kosztów procesu;129.87
3220;14888;I. zasądza od pozwanej na rzecz strony powodowej kwotę 1573 zł tytułem zwrotu kosztów procesu;1573.0
3221;70057;I. zasądza od pozwanego A. M. na rzecz powoda J. B. kwotę 7.697 złotych tytułem kosztów procesu (w tym 3617 złotych kosztów zastępstwa procesowego);7697.0
3222;18700;I. nakazuje powodowi uiścić na rzecz Skarbu Państwa (kasa Sądu Rejonowego dla Wrocławia Śródmieścia ) kwotę 367,77 zł tytułem wydatków;367.77
3223;18701;"I. nakazuje uiścić powodowi na rzecz Skarbu Państwa (Sądu Rejonowego dla Wrocławia – Śródmieścia) kwotę 94zł 26gr tytułem zwrotu wydatków;IV. zasądza od powoda na rzecz strony pozwanej kwotę 2400zł tytułem kosztów procesu";
3224;70060;I;0
3225;20836;"I. zasądza od strony pozwanej na rzecz powoda kwotę 807,14 zł tytułem stosunkowego zwrotu kosztów procesu;IV. nakazuje stronie pozwanej uiścić na rzecz Skarbu Państwa (Sąd Rejonowy dla Wrocławia-Śródmieścia we Wrocławiu) kwotę 501,76 zł tytułem nieuiszczonych kosztów sądowych;V. nakazuje powodowi uiścić na rzecz Skarbu Państwa (Sąd Rejonowy dla Wrocławia-Śródmieścia we Wrocławiu) kwotę 589,02 zł tytułem nieuiszczonych kosztów sądowych";1897.92
3226;18692;I. przyznaje od Skarbu Państwa – Sądu Rejonowego dla Wrocławia-Śródmieściawe W. na rzecz adw. M. D. kwotę 3600 zł podwyższonąo stawkę podatku VAT obowiązującą w dniu orzekania - tytułem pomocyprawnej udzielonej przez adwokata ustanowionego z urzędu;3600.0
3227;137143;I. zasądza od powodów na rzecz pozwanych kwotę 180 zł tytułem zwrotu kosztów procesu;180.0
3228;137252;I. Oddala powództwo.I C upr (;0
3229;71171;I. Oddala powództwo w pozostałym zakresieIV. Nakazuje pobrać na rzecz Skarbu Państwa (Sądu Okręgowego w Białymstoku) od powoda kwotę 20.300 złotych zaś od pozwanego 8;20300.0
3230;72822;I;0
3231;19386;I. zasądza od powoda na rzecz strony pozwanej kwotę 2.035,20 zł tytułem zwrotu kosztów procesu;2035.2
3232;71168;I. zasądza od powoda na rzecz Skarbu Państwa- Prokuratorii Generalnej Skarbu Państwa kwotę 1440 złotych tytułem zwrotu kosztów zastępstwa procesowegoIV;1440.0
3233;128071;I;0
3234;13894;II. oddala powództwo przeciwko pozwanemu D. Z. (1),III. oddala wniosek restytucyjny pozwanego B. T. (1),IV. zasądza od małoletniego powoda J. T. na rzecz pozwanego B. T. (1) kwotę 807 zł tytułem zwrotu kosztów postępowania,V. zasądza od małoletniego powoda J. T. na rzecz pozwanego D. Z. (1)kwotę 617 zł tytułem zwrotu kosztów postępowania,VI. nakazuje małoletniemu J. T., aby uiścił na rzecz Skarbu Państwa-Sądu Rejonowego dla Wrocławia Śródmieścia kwotę 200 zł tytułem brakujących kosztów sądowych;1624.0
3235;66328;I;0
3236;70059;I. nakazuje zwrócić powodowi E. G. ze Skarbu Państwa Sądu Okręgowego w Białymstoku kwotę 200 złotych tytułem nadpłaconych kosztów sądowych;200.0
3237;137376;I. Nakazuje wypłacić ze Skarbu Państwa ( kasa Sądu Okręgowego w Białymstoku) na rzecz adwokata T. K. kwotę 3.600 złotych plus należny podatek VAT, tytułem nieopłaconej pomocy prawnej udzielonej z urzędu.IV. Stwierdza, że brakujące koszty sądowe ponosi Skarb Państwa;3600.0
3239;23198;oddala powództwo;0
3240;70058;I. nakazuje wypłacić ze Skarbu Państwa (Sądu Okręgowego w Białymstoku) na rzecz adwokata K. R. (Kancelaria Adwokacka ul. (...) (...)-(...) B.) kwotę 7;0
3241;23197;akt IX C 206 / 13;0
3242;13891;"I. dalej idące powództwo oddala;IV. zasądza od pozwanej na rzecz powódki kwotę 1.692,82 zł tytułem zwrotu kosztów postępowania";1692.82
3243;13892;"I. zasądza od pozwanej na rzecz strony powodowej kwotę 77,70 zł tytułem zwrotu kosztów procesu;IV. wyrokowi w punkcie I nadaje rygor natychmiastowej wykonalności.S";77.7
3244;137382;I. Oddala powództwo w pozostałym zakresieIV;0
3245;13893;"I. zasądza od pozwanej na rzecz strony powodowej kwotę 104,80 zł tytułem zwrotu kosztów procesu;IV. wyrokowi w punkcie I nadaje rygor natychmiastowej wykonalności.S. akt";104.8
3246;138587;Twierdzenia pozwanych nie zasługują na uwzględnienie.Treść umowy pożyczki (k. 10-13) nie wskazuje w żaden sposób na niezgodne z przepisami prawa określenie odsetek naliczanymi wg zmiennej stopy procentowej w wysokości 4 krotności stopy kredytu lombardowego NBP. Takie określenie wysokości odsetek mieści się w maksymalnej dozwolonej wartości odsetek określonych przez przepis 359 § 2 kc. Wskazywane przez pozwanych instytucje w postaci prowizji i ubezpieczenie pożyczki są odrębnymi instytucjami, powszechnymi i ogólnie przyjętymi przy tego typu umowach spełniającymi inne funkcje w przeciwieństwie do odsetek i nie mogą być traktowane zamienne.W ramach swobody zawierania umów powód mógł ukształtować umowę zgodnie z własnym interesem, byleby nie była ona sprzeczna z przepisami prawa. Pozwany dobrowolnie zawarł umowę, dysponował jej treścią oraz ogólnymi warunkami ubezpieczenia o które sam się zresztą zwrócił. Składając wniosek o udzielenie pożyczki pozwany otrzymał wzorzec umowy pożyczki wraz z regulaminem udzielania pożyczek z którego wynikały wszelkie koszty uzyskania pożyczki. To sam pozwany wnioskował o objęcie go ochroną ubezpieczeniową, zatem w chwili podpisywania umowy pozwany miał świadomość wysokości odsetek, kwoty prowizji i ubezpieczenia. W tych okolicznościach zarzuty pozwanego uznać należy za chybione.Wobec zaś niekwestowanego faktu zawarcia umowy pożyczki i jej niespłacania. Powód wypowiedział więc łączącą strony umowę. Podkreślić należy, iż dodatkową przesłanka jej wypowiedzenia mógł być fakt, iż pożyczka została udzielona na cele mieszkaniowe pozwany nie zaprzeczył zaś iż przeznaczył ją na inny cel. Tym niemniej dopiero niewywiązywanie się przez pozwanego z łączącej strony umowy doprowadziło do jej wypowiedzenia, postawienie roszczenia w stan wymagalności i sądowego dochodzenia należności przez powoda.Mając na uwadze powyższe na mocy art. 3531kc, art. 720 § 1 kc i art. 395 § 2 kc orzeczono jak w sentencji;0
3247;23199;oddala powództwo;0
3248;138588;I;0
3249;13895;oddala powództwo;0
3250;139093;I. zasądza od powoda na rzecz Skarbu Państwa reprezentowanego przez Prokuratorię Generalną Skarbu Państwa kwotę 2.400 złotych tytułem zwrotu kosztów zastępstwa procesowegoIV. nakazuje pobrać od powoda na rzecz Skarbu Państwa Sądu Okręgowego w Białymstoku kwotę 440,03 złote tytułem nieopłaconych wydatkówV;2840.0299999999997
